address,lat,lon,llm_lat,llm_lon,error_meters,is_exact_match,llm_coord,predicted_address_reverse,error_scaled
8345 15th Avenue Northwest,47.6901404,-122.377051,47.68,-122.36,1705.8612472374732,False,"47.68,-122.36","7014, 3rd Avenue Northwest, Greenwood, Seattle, King County, Washington, 98117, United States",0.11151548737679289
5637 Southwest Admiral Way,47.576935,-122.4049654,47.57,-122.4,856.7861444647485,False,"47.57,-122.4","3806, 53rd Avenue Southwest, West Seattle, Seattle, King County, Washington, 98116, United States",0.056009786629714606
8201 20th Avenue Northwest,47.6875146,-122.3824345,47.68,-122.38,855.2645524408538,False,"47.68,-122.38","7017, 18th Avenue Northwest, Whittier Heights, Ballard, Seattle, King County, Washington, 98117, United States",0.05591031718200422
3836 Interlake Avenue North,47.6538559,-122.3409119,47.65,-122.34,434.15180147701136,False,"47.65,-122.34","3526, Ashworth Avenue North, Fremont, Seattle, King County, Washington, 98103, United States",0.02838135271296291
616 2nd Avenue,47.602794,-122.3327282,47.6,-122.33,372.2752011388406,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States",0.0243363582826688
505 23rd Avenue East,47.6233667,-122.3026865,47.628,-122.315,1059.232426651281,False,"47.628,-122.315","1007, 14th Avenue East, Capitol Hill, Seattle, King County, Washington, 98112, United States",0.06924409619751272
4035 Whitman Avenue North,47.6564262,-122.3464503,47.65,-122.35,762.6301577507131,False,"47.65,-122.35","3411, Fremont Avenue North, Fremont, Seattle, King County, Washington, 98103, United States",0.049854625555001
1535 14th Avenue,47.615173,-122.3143967,47.61,-122.32,712.9260906511256,False,"47.61,-122.32","Seattle University, Minor Avenue, First Hill, Seattle, King County, Washington, 98104, United States",0.04660537343898309
1585 Northwest 90th Street,47.6944609,-122.3804557,47.7,-122.35,2367.537882423314,False,"47.7,-122.35","9705, Fremont Avenue North, Greenwood, Seattle, King County, Washington, 98103, United States",0.15477058363862473
4010 15th Avenue West,47.6563813,-122.3750468,47.65,-122.38,801.1530520311162,False,"47.65,-122.38","3257, 17th Avenue West, Queen Anne, Seattle, King County, Washington, 98119, United States",0.052372942527029495
1718 East Olive Way,47.6200505,-122.3228016,47.615,-122.32,599.7265758740642,False,"47.615,-122.32","913, East Pine Street, First Hill, Seattle, King County, Washington, 98122, United States",0.03920529967470515
8824 Roosevelt Way Northeast,47.6928227,-122.31743,47.69,-122.32,368.39758231762266,False,"47.69,-122.32","8410, 8th Avenue Northeast, Maple Leaf, Seattle, King County, Washington, 98115, United States",0.02408287075347508
4547 40th Avenue Southwest,47.5615207,-122.3833319,47.56,-122.39,529.5355325718114,False,"47.56,-122.39","4743, 45th Avenue Southwest, Alaska Junction, West Seattle, Seattle, King County, Washington, 98116, United States",0.03461677384002063
8851 16th Avenue Southwest,47.5232692,-122.3554031,47.52,-122.36,501.96630684642776,False,"47.52,-122.36","9234, 21st Avenue Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",0.032814519613104026
8301 Aurora Avenue North,47.6893365,-122.3449154,47.68,-122.35,1106.0389425618291,False,"47.68,-122.35","7011, Fremont Avenue North, Phinney Ridge, Seattle, King County, Washington, 98103, United States",0.07230392972302792
2644 Northwest 58th Street,47.6712129,-122.3921804,47.67,-122.38,924.624741605656,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States",0.060444528456095444
380 Union Street,47.6091911,-122.3362435,47.6,-122.33,1124.5732026053086,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States",0.07351555056573358
3007 South Adams Street,47.5651922,-122.2955364,47.57,-122.33,2647.7939872933403,False,"47.57,-122.33","Seattle City Light South Service Center, 3613, 4th Avenue South, Seattle, King County, Washington, 98134, United States",0.1730914735559697
6535 Sylvan Way Southwest,47.5440051,-122.3715743,47.52,-122.38,2743.2868595266123,False,"47.52,-122.38","9230, 38th Avenue Southwest, Westwood, Seattle, King County, Washington, 98126, United States",0.17933402945279212
204 3rd Avenue South,47.6006413,-122.330059,47.6,-122.34,750.9550731276156,False,"47.6,-122.34","Pier 48, Waterfront Trail, West Edge, First Hill, Seattle, King County, Washington, 98174, United States",0.04909140243001446
4860 Rainier Avenue South,47.5583322,-122.2850906,47.55,-122.28,1002.495659128055,False,"47.55,-122.28","4212, South Juneau Street, Brighton, Rainier Valley, Seattle, King County, Washington, 98118, United States",0.06553510269479816
6334 Northeast Radford Drive,47.6739454,-122.2600139,47.68,-122.3,3077.0947875477764,False,"47.68,-122.3","7021, 26th Avenue Northeast, Wedgwood, Seattle, King County, Washington, 98115, United States",0.2011557068276668
3905 Greenwood Avenue North,47.6543539,-122.355688,47.65,-122.35,645.7034841817206,False,"47.65,-122.35","3411, Fremont Avenue North, Fremont, Seattle, King County, Washington, 98103, United States",0.0422109001280301
1509 Elliott Avenue West,47.6323999,-122.3761698,47.62,-122.36,1837.8843892670593,False,"47.62,-122.36","Elliott Avenue West, Uptown, Belltown, Seattle, King County, Washington, 98121, United States",0.12014609848440033
9901 Aurora Avenue North,47.7011406,-122.3450908,47.71,-122.35,1051.676130603986,False,"47.71,-122.35","11042, Fremont Avenue North, Broadview, Seattle, King County, Washington, 98133, United States",0.06875012634044372
174 Roy Street,47.6255756,-122.352988,47.62,-122.34,1156.4645300107086,False,"47.62,-122.34","820, John Street, South Lake Union, Belltown, Seattle, King County, Washington, 98109, United States",0.07560034903598747
1219 6th Avenue North,47.6304254,-122.3452135,47.62,-122.34,1223.5758301699586,False,"47.62,-122.34","820, John Street, South Lake Union, Belltown, Seattle, King County, Washington, 98109, United States",0.07998754603566652
410 2nd Avenue Extension South,47.6012773,-122.331271,47.6,-122.33,171.18142552535105,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States",0.011190464715830583
5421 California Avenue Southwest,47.5531922,-122.3873782,47.52,-122.39,3695.627693278197,False,"47.52,-122.39","4419, Southwest Brace Point Drive, Fauntleroy, Seattle, King County, Washington, 98136, United States",0.24159041308107032
2215 West Commodore Way,47.6592491,-122.3842573,47.66,-122.39,439.3673910186781,False,"47.66,-122.39","4425, 26th Avenue West, Lawton Park, Seattle, King County, Washington, 98199, United States",0.028722306005991967
5734 Martin Luther King Junior Way South,47.5500294,-122.2872059,47.55,-122.3,963.042839813567,False,"47.55,-122.3","2503, South Juneau Street, Rainier Valley, Seattle, King County, Washington, 98108, United States",0.06295599470382378
13028 Riviera Place Northeast,47.7237643,-122.2808242,47.75,-122.28,2917.6765702349044,False,"47.75,-122.28","16730, 45th Avenue Northeast, Sheridan Beach, Lake Forest Park, King County, Washington, 98155, United States",0.19073422604828102
1131 25th Avenue East,47.6300977,-122.3006854,47.62,-122.31,1323.1088904859612,False,"47.62,-122.31","216A, 17th Avenue East, Madison Valley, Capitol Hill, Seattle, King County, Washington, 98112, United States",0.08649421693238664
2208 Northwest 64th Street,47.6754207,-122.3852125,47.67,-122.38,718.6551709240831,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States",0.04697989462579957
5602 28th Avenue Northwest,47.6697495,-122.3923036,47.68,-122.39,1152.7447122105493,False,"47.68,-122.39","7011, 26th Avenue Northwest, Loyal Heights, Ballard, Seattle, King County, Washington, 98117, United States",0.07535717726828983
621 5th Avenue North,47.625281,-122.3477825,47.62,-122.34,828.8378748745864,False,"47.62,-122.34","820, John Street, South Lake Union, Belltown, Seattle, King County, Washington, 98109, United States",0.05418275356372981
2768 Alki Avenue Southwest,47.5786654,-122.4116777,47.57,-122.42,1149.0298401584607,False,"47.57,-122.42","Beach Drive Southwest, Alki, Seattle, King County, Washington, 98116, United States",0.0751143288138203
6047 16th Avenue Southwest,47.5469042,-122.3553127,47.52,-122.36,3011.9914889512866,False,"47.52,-122.36","9234, 21st Avenue Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",0.19689977681895038
2424 Northeast 65th Street,47.6761326,-122.30104,47.67,-122.3,686.3049724829488,False,"47.67,-122.3","2514, Northeast 57th Street, University Park, University District, Seattle, King County, Washington, 98105, United States",0.04486509885812431
709 North 94th Street,47.6962453,-122.3488723,47.69,-122.35,699.5206712818352,False,"47.69,-122.35","558, North 84th Street, Greenwood, Seattle, King County, Washington, 98103, United States",0.04572903494610882
12721 30th Avenue Northeast,47.7218848,-122.2967427,47.7,-122.3,2445.501210661708,False,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States",0.15986719894664048
7774 Highland Park Way Southwest,47.532615,-122.3463684,47.54,-122.37,1959.5745893805613,False,"47.54,-122.37","Hội Thánh Tin Lành Báp-tít Thiên Ân, 2900, Southwest Myrtle Street, High Point, Seattle, King County, Washington, 98126, United States",0.1281012249617811
1700 East Madison Street,47.6175236,-122.3058853,47.61,-122.32,1351.2099862954199,False,"47.61,-122.32","Seattle University, Minor Avenue, First Hill, Seattle, King County, Washington, 98104, United States",0.08833124054734276
1607 Northwest 85th Street,47.6904604,-122.3782627,47.7,-122.35,2371.871962173433,False,"47.7,-122.35","9705, Fremont Avenue North, Greenwood, Seattle, King County, Washington, 98103, United States",0.1550539109118406
4730 University Way Northeast,47.6637485,-122.312951,47.66,-122.32,673.8169978379422,False,"47.66,-122.32","4317, 8th Avenue Northeast, West Campus, University District, Seattle, King County, Washington, 98105, United States",0.04404873552192556
12031 12th Avenue Northwest,47.7164344,-122.373831,47.71,-122.37,771.0036657913633,False,"47.71,-122.37","South Ridge Trail, Broadview, Seattle, King County, Washington, 98177, United States",0.0504020181590119
157 17th Avenue,47.6031593,-122.310449,47.61,-122.32,1046.0402872046254,False,"47.61,-122.32","Seattle University, Minor Avenue, First Hill, Seattle, King County, Washington, 98104, United States",0.06838170023047917
4649 Sunnyside Avenue North,47.663832,-122.3311925,47.66,-122.34,786.871234685725,False,"47.66,-122.34","Lincoln High School, 4400, Interlake Avenue North, Wallingford, Seattle, King County, Washington, 98103, United States",0.051439312183719436
5940 California Avenue Southwest,47.5491147,-122.3865111,47.52,-122.39,3247.650808953327,False,"47.52,-122.39","4419, Southwest Brace Point Drive, Fauntleroy, Seattle, King County, Washington, 98136, United States",0.21230528765253623
5926 35th Avenue South,47.5480728,-122.2885899,47.56,-122.29,1330.3260530632786,False,"47.56,-122.29","CityLine Building 1, 4760, 32nd Avenue South, Rainier Vista, Rainier Valley, Seattle, King County, Washington, 98118, United States",0.08696601697098325
1224 North Northgate Way,47.705672,-122.3425657,47.7,-122.3,3256.3293500665527,False,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States",0.21287262086532135
3108 Southwest Graham Street,47.5470073,-122.3724333,47.52,-122.35,3445.1989231128227,False,"47.52,-122.35","9230, 12th Avenue Southwest, Seattle, King County, Washington, 98106, United States",0.22521939439277552
1509 Western Avenue,47.6085973,-122.341557,47.608,-122.345,267.2563375153429,False,"47.608,-122.345","Waterfront Trail, West Edge, Belltown, Seattle, King County, Washington, 98181, United States",0.01747106969035402
1005 Stewart Street,47.6163253,-122.3331887,47.61,-122.33,743.002080244176,False,"47.61,-122.33","Cielo, 802, Seneca Street, Central Business District, First Hill, Seattle, King County, Washington, 98101, United States",0.04857149972459972
1320 University Street,47.6128824,-122.3240874,47.606,-122.316,977.3850649407868,False,"47.606,-122.316","1217, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98122, United States",0.06389357402202431
1015 East Pike Street,47.6139071,-122.3185146,47.61,-122.32,448.52766777381066,False,"47.61,-122.32","Seattle University, Minor Avenue, First Hill, Seattle, King County, Washington, 98104, United States",0.029321131220240302
1436 Northwest 59th Street,47.6719503,-122.3753775,47.67,-122.37,458.3770174216215,False,"47.67,-122.37","933, Northwest 57th Street, Phinney Ridge, Seattle, King County, Washington, 98107, United States",0.02996500247770557
1519 Alaskan Way South,47.5898591,-122.3428147,47.6,-122.34,1147.1900633154683,False,"47.6,-122.34","Pier 48, Waterfront Trail, West Edge, First Hill, Seattle, King County, Washington, 98174, United States",0.07499405900193315
25 Dravus Street,47.6484553,-122.3565178,47.65,-122.38,1772.5532811190053,False,"47.65,-122.38","3257, 17th Avenue West, Queen Anne, Seattle, King County, Washington, 98119, United States",0.11587527611957174
5430 California Avenue Southwest,47.5529228,-122.3866148,47.52,-122.39,3669.2625612591983,False,"47.52,-122.39","4419, Southwest Brace Point Drive, Fauntleroy, Seattle, King County, Washington, 98136, United States",0.23986687281563931
1202 26th Avenue East,47.630641,-122.2986816,47.62,-122.31,1457.215243706291,False,"47.62,-122.31","216A, 17th Avenue East, Madison Valley, Capitol Hill, Seattle, King County, Washington, 98112, United States",0.09526101163149121
2009 North 78th Street,47.6851747,-122.3351343,47.67,-122.33,1730.6719094790492,False,"47.67,-122.33","2317, North 57th Street, Meridian, Green Lake, Seattle, King County, Washington, 98103, United States",0.11313740891143759
2709 East Yesler Way,47.6012708,-122.2972426,47.6,-122.3,250.91670900477786,False,"47.6,-122.3","Gideon-Mathews Gardens, 323, 25th Avenue South, Leschi, Seattle, King County, Washington, 98144, United States",0.016402916204915383
14010 Greenwood Avenue North,47.7308427,-122.3551339,47.73,-122.35,396.3447825436871,False,"47.73,-122.35","624, North 138th Street, Bitter Lake, Broadview, Seattle, King County, Washington, 98133, United States",0.025909833913036518
9241 Ashworth Avenue North,47.6972637,-122.3399274,47.69,-122.35,1106.3170304811633,False,"47.69,-122.35","558, North 84th Street, Greenwood, Seattle, King County, Washington, 98103, United States",0.07232210887441456
