address,lat,lon,llm_lat,llm_lon,error_meters,is_exact_match,llm_coord,predicted_address_reverse
7702 18th Avenue Northwest,47.6852069,-122.3797511,47.68,-122.36,1591.9475810354013,False,"47.68,-122.36","7014, 3rd Avenue Northwest, Greenwood, Seattle, King County, Washington, 98117, United States"
416 North 36th Street,47.6522887,-122.3535828,47.65,-122.34,1051.6854509857326,False,"47.65,-122.34","3526, Ashworth Avenue North, Fremont, Seattle, King County, Washington, 98103, United States"
863 20th Place South,47.5947698,-122.3050404,47.61,-122.32,2032.9323171076749,False,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
4332 3rd Avenue Northwest,47.6599667,-122.3604375,47.66,-122.36,33.0704517986265,False,"47.66,-122.36","4339, Baker Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States"
621 5th Avenue North,47.6247625,-122.3480415,47.622,-122.349,315.48005796965,False,"47.622,-122.349","Seattle Center, 3rd Avenue North, Uptown, Belltown, Seattle, King County, Washington, 98121, United States"
181 McGraw Place,47.6402097,-122.3537829,47.623,-122.325,2888.0031992267827,False,"47.623,-122.325","Bernkastle, 432, Summit Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States"
4700 Southwest Holly Street,47.5434248,-122.3933049,47.56,-122.35,3744.4260147129216,False,"47.56,-122.35","Duwamish Trail, Lefarge, Delridge, Seattle, King County, Washington, 98106, United States"
4118 Southwest College Street,47.5831781,-122.384608,47.56,-122.33,4850.032330053725,False,"47.56,-122.33","4753, 4th Avenue South, Georgetown, Seattle, King County, Washington, 98134, United States"
8623 Palatine Avenue North,47.691724,-122.356842,47.69,-122.35,548.2309666484892,False,"47.69,-122.35","558, North 84th Street, Greenwood, Seattle, King County, Washington, 98103, United States"
513 North 36th Street,47.6514801,-122.3518138,47.65,-122.34,902.6701800634339,False,"47.65,-122.34","3526, Ashworth Avenue North, Fremont, Seattle, King County, Washington, 98103, United States"
6253 3rd Avenue Northwest,47.6756789,-122.3611382,47.68,-122.36,487.9800702138694,False,"47.68,-122.36","7014, 3rd Avenue Northwest, Greenwood, Seattle, King County, Washington, 98117, United States"
2224 Northwest Market Street,47.668876,-122.3857902,47.66,-122.38,1078.4418117182838,False,"47.66,-122.38","Port of Seattle Fishermen's Terminal, 1900, West Nickerson Street, Magnolia, Seattle, King County, Washington, 98119, United States"
9731 Palatine Avenue North,47.7006249,-122.3570358,47.7,-122.35,532.6337284323799,False,"47.7,-122.35","9705, Fremont Avenue North, Greenwood, Seattle, King County, Washington, 98103, United States"
707 Broadway East,47.6253257,-122.3215204,47.623,-122.322,261.0791331262112,False,"47.623,-122.322","Capitol Hill Library, 425, Harvard Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States"
1010 East Miller Street,47.6414654,-122.3195986,47.63,-122.32,1275.1170837718691,False,"47.63,-122.32","1140, 10th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States"
516 Boren Avenue,47.6061478,-122.3218943,47.61,-122.33,744.9014567713391,False,"47.61,-122.33","Cielo, 802, Seneca Street, Central Business District, First Hill, Seattle, King County, Washington, 98101, United States"
1402 East Pine Street,47.6154285,-122.3138072,47.61,-122.32,762.2675530077676,False,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
3800 East Stevens Way Northeast,47.6531053,-122.3050057,47.65,-122.3,510.5143029120067,False,"47.65,-122.3","University of Washington, Red Square, Central Campus, University District, Seattle, King County, Washington, 98195, United States"
5529 24th Avenue Northwest,47.6692866,-122.387862,47.67,-122.39,179.0880735009058,False,"47.67,-122.39","USPS, 26th Avenue Northwest, Sunset Hill, Ballard, Seattle, King County, Washington, 98017, United States"
415 Northeast 71st Street,47.6797683,-122.3237808,47.68,-122.32,285.051015673232,False,"47.68,-122.32","7018, 8th Avenue Northeast, Roosevelt, Green Lake, Seattle, King County, Washington, 98115, United States"
10301 Evanston Avenue North,47.7037713,-122.3508993,47.7,-122.3,3843.1526101459035,False,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States"
6700 Park Point Way Northeast,47.6772981,-122.2652733,47.68,-122.32,4120.263103152785,False,"47.68,-122.32","7018, 8th Avenue Northeast, Roosevelt, Green Lake, Seattle, King County, Washington, 98115, United States"
1420 North 35th Street,47.6494147,-122.3404471,47.64,-122.33,1308.3805918570902,False,"47.64,-122.33","Fairview Avenue East, Eastlake, Seattle, King County, Washington, 98102, United States"
3140 Franklin Avenue East,47.6497571,-122.3209188,47.637,-122.315,1486.4648559454113,False,"47.637,-122.315","1935, 14th Avenue East, Capitol Hill, Seattle, King County, Washington, 98112, United States"
4212 South Greenbelt Station Drive,47.5248085,-122.2803978,47.46,-122.22,8522.448218609252,False,"47.46,-122.22","Public Storage, 2233, East Valley Road, Renton, King County, Washington, 98057, United States"
456 North 36th Street,47.6521396,-122.353006,47.65,-122.34,1005.6456139942436,False,"47.65,-122.34","3526, Ashworth Avenue North, Fremont, Seattle, King County, Washington, 98103, United States"
5917 Fauntleroy Way Southwest,47.5497053,-122.3835207,47.55,-122.39,488.8106405073984,False,"47.55,-122.39","5907, 45th Avenue Southwest, Morgan Junction, Seattle, King County, Washington, 98136, United States"
1819 Northeast 47th Street,47.6628108,-122.3075408,47.66,-122.32,986.6417162257057,False,"47.66,-122.32","4317, 8th Avenue Northeast, West Campus, University District, Seattle, King County, Washington, 98105, United States"
3811 South Cloverdale Street,47.5259455,-122.2842473,47.55,-122.3,2925.592562897503,False,"47.55,-122.3","2503, South Juneau Street, Rainier Valley, Seattle, King County, Washington, 98108, United States"
3208 West McGraw Street,47.639709,-122.398783,47.64,-122.39,660.7758005058904,False,"47.64,-122.39","2514, West McGraw Street, Southeast Magnolia, Magnolia, Seattle, King County, Washington, 98199, United States"
404 Highland Drive,47.6298902,-122.3484982,47.68,-122.38,6053.141970745375,False,"47.68,-122.38","7017, 18th Avenue Northwest, Whittier Heights, Ballard, Seattle, King County, Washington, 98117, United States"
5501 Northeast Penrith Road,47.6667882,-122.2685814,47.68,-122.3,2779.295023608225,False,"47.68,-122.3","7021, 26th Avenue Northeast, Wedgwood, Seattle, King County, Washington, 98115, United States"
4507 South Trenton Street,47.5239001,-122.2756431,47.53,-122.27,800.3326022205445,False,"47.53,-122.27","8115, Rainier Avenue South, Dunlap, Seattle, King County, Washington, 98118, United States"
1666 East Olive Way,47.6200359,-122.3232125,47.61,-122.32,1141.6574875043782,False,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
2412 Northwest 59th Street,47.6718039,-122.3883438,47.67,-122.38,657.9245551545793,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States"
2609 East Columbia Street,47.608883,-122.2983577,47.62,-122.3,1242.170751094216,False,"47.62,-122.3","135, 25th Avenue East, Washington Park, Capitol Hill, Seattle, King County, Washington, 98112, United States"
2105 8th Avenue,47.6164802,-122.338387,47.616,-122.338,60.80235950350978,False,"47.616,-122.338","Devil's Triangle, 2027, Westlake Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98121, United States"
5605 Phinney Avenue North,47.6699353,-122.354668,47.67,-122.35,350.64091176035197,False,"47.67,-122.35","Woodland Park Zoo, 601, North 59th Street, Phinney Ridge, Seattle, King County, Washington, 98103, United States"
2709 East Madison Street,47.6228649,-122.296846,47.636,-122.309,1722.5574943383353,False,"47.636,-122.309","1919, Interlaken Drive East, Madison Valley, Capitol Hill, Seattle, King County, Washington, 98112, United States"
440 Northeast 73rd Street,47.6817788,-122.3233618,47.68,-122.32,320.67099533615465,False,"47.68,-122.32","7018, 8th Avenue Northeast, Roosevelt, Green Lake, Seattle, King County, Washington, 98115, United States"
2636 Thorndyke Avenue West,47.6440493,-122.3841323,47.63,-122.38,1592.6142995430923,False,"47.63,-122.38","2001, West Garfield Street, Terminal 91, Seattle, King County, Washington, 98119, United States"
2638 Northwest 56th Street,47.6695983,-122.3917393,47.67,-122.38,882.7556196596161,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States"
759 North 80th Street,47.6868575,-122.3474144,47.68,-122.35,786.7712233321839,False,"47.68,-122.35","7011, Fremont Avenue North, Phinney Ridge, Seattle, King County, Washington, 98103, United States"
606 Maynard Avenue South,47.5973454,-122.3248742,47.6,-122.32,470.60626199703535,False,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
6572 High Point Drive Southwest,47.5431716,-122.3676335,47.52,-122.38,2739.367898964215,False,"47.52,-122.38","9230, 38th Avenue Southwest, Westwood, Seattle, King County, Washington, 98126, United States"
5139 South Graham Street,47.5458313,-122.2681925,47.53,-122.28,1971.9008491262223,False,"47.53,-122.28","4215, South Elmgrove Street, Seattle, King County, Washington, 98118, United States"
5803 20th Avenue Northwest,47.6710101,-122.3823618,47.67,-122.38,209.9351764115247,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States"
102 South Jackson Street,47.59932,-122.3337735,47.6,-122.33,293.66933063555325,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
129 North 79th Street,47.6860751,-122.3567346,47.68,-122.35,843.749798299623,False,"47.68,-122.35","7011, Fremont Avenue North, Phinney Ridge, Seattle, King County, Washington, 98103, United States"
5305 11th Avenue Northwest,47.6673861,-122.3709953,47.66,-122.37,824.6100390789184,False,"47.66,-122.37","Ferguson Terminal, 4300, 11th Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States"
3416 Beach Drive Southwest,47.5737465,-122.4160014,47.57,-122.4,1273.97761002709,False,"47.57,-122.4","3806, 53rd Avenue Southwest, West Seattle, Seattle, King County, Washington, 98116, United States"
607 2nd Avenue,47.6024802,-122.333112,47.6,-122.33,361.6701119529376,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
4039 Latona Avenue Northeast,47.6566942,-122.3260146,47.66,-122.32,582.4211250680905,False,"47.66,-122.32","4317, 8th Avenue Northeast, West Campus, University District, Seattle, King County, Washington, 98105, United States"
15 1/2 West McGraw Street,47.6393325,-122.3577193,47.627,-122.358,1371.3288668082655,False,"47.627,-122.358","911, 1st Avenue West, Uptown, Queen Anne, Seattle, King County, Washington, 98119, United States"
2817 14th Avenue West,47.6452991,-122.3751611,47.638,-122.386,1149.7438250255093,False,"47.638,-122.386","2105, 23rd Avenue West, Southeast Magnolia, Magnolia, Seattle, King County, Washington, 98199, United States"
4830 1/2 South Morgan Street,47.544947,-122.2712876,47.56,-122.33,4725.489489036227,False,"47.56,-122.33","4753, 4th Avenue South, Georgetown, Seattle, King County, Washington, 98134, United States"
3637 Sunnyside Avenue North,47.6516529,-122.3306028,47.66,-122.33,929.1648983572893,False,"47.66,-122.33","4328, Sunnyside Avenue North, Wallingford, Seattle, King County, Washington, 98103, United States"
808 31st Avenue South,47.5954688,-122.2924194,47.6,-122.32,2134.4670256908257,False,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
12016 Sand Point Way Northeast,47.7164359,-122.283121,47.71,-122.27,1217.1405498847585,False,"47.71,-122.27","10704, Riviera Place Northeast, Matthews Beach, Lake City, Seattle, King County, Washington, 98125, United States"
2442 Northwest 63rd Street,47.6748378,-122.3895277,47.67,-122.38,895.1299122228437,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States"
6204 Corson Avenue South,47.5470651,-122.3211557,47.54,-122.32,790.3114670499388,False,"47.54,-122.32","6924, Ellis Avenue South, Van Asselt, Georgetown, Seattle, King County, Washington, 98108, United States"
4875 39th Avenue Northeast,47.6647393,-122.2865768,47.66,-122.3,1137.6226611437098,False,"47.66,-122.3","E1, Whatcom Overpass, East Campus, University District, Seattle, King County, Washington, 98015, United States"
11 West Crockett Street,47.6370052,-122.3573404,47.621,-122.357,1779.691679137533,False,"47.621,-122.357","301, Queen Anne Avenue North, Uptown, Belltown, Seattle, King County, Washington, 98121, United States"
6606 South Cooper Street,47.5130511,-122.2513503,47.52,-122.29,3011.867565721188,False,"47.52,-122.29","I 5, Seattle, King County, Washington, 98041, United States"
4203 47th Avenue South,47.5650584,-122.2748011,47.57,-122.28,674.4603826216331,False,"47.57,-122.28","3801, 43rd Avenue South, Lakewood, Mount Baker, Seattle, King County, Washington, 98118, United States"
1314 Northeast 45th Street,47.6616439,-122.3139344,47.66,-122.32,490.9012060937417,False,"47.66,-122.32","4317, 8th Avenue Northeast, West Campus, University District, Seattle, King County, Washington, 98105, United States"
3034 26th Avenue West,47.6478805,-122.3899865,47.64,-122.39,876.181311460821,False,"47.64,-122.39","2514, West McGraw Street, Southeast Magnolia, Magnolia, Seattle, King County, Washington, 98199, United States"
5449 Fauntleroy Way Southwest,47.5523519,-122.3819458,47.55,-122.39,660.2314687601229,False,"47.55,-122.39","5907, 45th Avenue Southwest, Morgan Junction, Seattle, King County, Washington, 98136, United States"
12514 1st Avenue Northeast,47.7200281,-122.3286107,47.73,-122.32,1283.1863457037734,False,"47.73,-122.32","Jackson Park Golf Course, Northeast 145th Street, Seattle, King County, Washington, 98125, United States"
2213 29th Avenue South,47.5833088,-122.2954333,47.58,-122.3,503.3423321751441,False,"47.58,-122.3","Rainier Avenue South, Mount Baker, Seattle, King County, Washington, 98144, United States"
3214 West Barrett Street,47.6481548,-122.3992006,47.65,-122.39,721.0433527144314,False,"47.65,-122.39","3257, 26th Avenue West, Magnolia Manor, Magnolia, Seattle, King County, Washington, 98199, United States"
2936 Eastlake Avenue East,47.6481783,-122.323653,47.635,-122.327,1486.634899855212,False,"47.635,-122.327","1801, Fairview Avenue East, Eastlake, Capitol Hill, Seattle, King County, Washington, 98102, United States"
637 Maynard Avenue South,47.5972008,-122.3253181,47.6,-122.33,469.9219125197525,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
1712 East Alder Street,47.6045027,-122.3095942,47.61,-122.31,611.9656627332943,False,"47.61,-122.31","826, 17th Avenue, Madison Valley, Central District, Seattle, King County, Washington, 98122, United States"
4221 55th Avenue Northeast,47.6593531,-122.2694141,47.67,-122.29,1947.2804189001884,False,"47.67,-122.29","5550, 35th Avenue Northeast, Bryant, Seattle, King County, Washington, 98105, United States"
2646 Northwest 59th Street,47.6717923,-122.3921561,47.67,-122.38,934.4041040239097,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States"
5511 South Oakhurst Place,47.5502049,-122.2639396,47.53,-122.27,2292.275751142701,False,"47.53,-122.27","8115, Rainier Avenue South, Dunlap, Seattle, King County, Washington, 98118, United States"
1630 South Dearborn Street,47.5961647,-122.310492,47.6,-122.33,1527.7779753454,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
1414 East Yesler Way,47.6021138,-122.3133784,47.602,-122.312,104.42152839146098,False,"47.602,-122.312","123, 16th Avenue, Central District, Seattle, King County, Washington, 98122, United States"
9104 5th Avenue Northeast,47.6950785,-122.3227833,47.68,-122.32,1689.4633995098811,False,"47.68,-122.32","7018, 8th Avenue Northeast, Roosevelt, Green Lake, Seattle, King County, Washington, 98115, United States"
1153 North 93rd Street,47.6960681,-122.3422821,47.69,-122.34,696.0871277312137,False,"47.69,-122.34","8246, Interlake Avenue North, Licton Springs, Greenwood, Seattle, King County, Washington, 98103, United States"
5403 Beach Drive Southwest,47.554095,-122.3996128,47.54,-122.4,1567.374349615749,False,"47.54,-122.4","Beach Drive Southwest, Morgan Junction, Seattle, King County, Washington, 98136, United States"
6408 Corson Avenue South,47.5454346,-122.3218848,47.53,-122.33,1821.5651509474649,False,"47.53,-122.33","South Seattle Household Hazardous Waste Collection Facility, 8105, 5th Avenue South, South Park, Seattle, King County, Washington, 98108, United States"
nan Northwest 56th Street,47.6695094,-122.387036,47.67,-122.38,531.2141667532572,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States"
6049 California Avenue Southwest,47.547062,-122.3873669,47.54,-122.39,809.7986275480077,False,"47.54,-122.39","Gatewood Elementary School, 4320, Southwest Myrtle Street, Morgan Junction, Seattle, King County, Washington, 98136, United States"
4221 Southwest Atlantic Street,47.5904231,-122.3858514,47.59,-122.35,2696.9521958940477,False,"47.59,-122.35","P-17, Southwest Massachusetts Street, Terminal 18, Seattle, King County, Washington, 98134, United States"
1042 South Jackson Street,47.5994826,-122.317757,47.6,-122.32,178.21497693908512,False,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
2345 Northeast 94th Street,47.6964657,-122.3021271,47.7,-122.3,424.1555794703807,False,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States"
1130 36th Avenue East,47.6295524,-122.2865182,47.6,-122.3,3438.493417185383,False,"47.6,-122.3","Gideon-Mathews Gardens, 323, 25th Avenue South, Leschi, Seattle, King County, Washington, 98144, United States"
3242 15th Avenue West,47.6499042,-122.3757641,47.64,-122.38,1146.253984524898,False,"47.64,-122.38","Seattle CruisePark, West Armory Way, Interbay, Queen Anne, Seattle, King County, Washington, 98119, United States"
13400 Roosevelt Way North,47.7265226,-122.3292867,47.73,-122.32,796.7524198431613,False,"47.73,-122.32","Jackson Park Golf Course, Northeast 145th Street, Seattle, King County, Washington, 98125, United States"
1750 Northwest 59th Street,47.671865,-122.3811458,47.67,-122.38,224.50303714535866,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States"
4865 Martin Luther King Junior Way South,47.5582122,-122.2920272,47.57,-122.29,1319.4377076257358,False,"47.57,-122.29","3651, 34th Avenue South, Mount Baker, Seattle, King County, Washington, 98144, United States"
1765 15th Avenue South,47.5872433,-122.3139058,47.6,-122.33,1864.6156670204746,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
5159 42nd Avenue South,47.5555583,-122.2809997,47.56,-122.27,963.9524825010491,False,"47.56,-122.27","4721, 51st Avenue South, Lakewood, Seattle, King County, Washington, 98118, United States"
10558 Stone Avenue North,47.7067221,-122.3415744,47.7,-122.33,1145.9530771070736,False,"47.7,-122.33","I 5, Licton Springs, Maple Leaf, Seattle, King County, Washington, 98133, United States"
6321 29th Avenue Southwest,47.5464256,-122.3699917,47.56,-122.38,1686.7767102367188,False,"47.56,-122.38","4736, 38th Avenue Southwest, Alaska Junction, West Seattle, Seattle, King County, Washington, 98126, United States"
4003 Airport Way South,47.5678553,-122.3228952,47.58,-122.33,1452.2321565960656,False,"47.58,-122.33","3rd Avenue South, Seattle, King County, Washington, 98134, United States"
900 Lenora Street,47.6176924,-122.3376855,47.61,-122.34,872.7840600776605,False,"47.61,-122.34","Gearbox Photography, 119, Pine Street, Central Business District, Belltown, Seattle, King County, Washington, 98101, United States"
4117 30th Avenue South,47.5658267,-122.2957608,47.57,-122.3,563.0655439283893,False,"47.57,-122.3","3802, 24th Avenue South, Rainier Vista, Beacon Hill, Seattle, King County, Washington, 98108, United States"
3404 34th Avenue West,47.6506195,-122.40039,,,,False,,
3455 Thorndyke Avenue West,47.6518687,-122.3783621,47.63,-122.38,2434.547882656407,False,"47.63,-122.38","2001, West Garfield Street, Terminal 91, Seattle, King County, Washington, 98119, United States"
2633 Prosch Avenue West,47.6440677,-122.3744401,47.65,-122.33,3403.4393251317547,False,"47.65,-122.33","Seattle Marina, 2401, North Northlake Way, Wallingford, Seattle, King County, Washington, 98103, United States"
1402 18th Avenue,47.6130809,-122.3086925,47.61,-122.32,916.5565965969238,False,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
912 Northwest 56th Street,47.6696259,-122.3693435,47.67,-122.36,702.9312285200112,False,"47.67,-122.36","218, Northwest 56th Street, Phinney Ridge, Seattle, King County, Washington, 98107, United States"
4664 South Holly Street,47.54258,-122.2732664,47.53,-122.25,2241.6362762637623,False,"47.53,-122.25","Brighton Beach, Seattle, King County, Washington, 98118, United States"
204 31st Avenue South,47.6006606,-122.2922712,47.61,-122.31,1689.7709866072728,False,"47.61,-122.31","826, 17th Avenue, Madison Valley, Central District, Seattle, King County, Washington, 98122, United States"
1616 Belmont Avenue,47.6158611,-122.3241796,47.62,-122.33,634.9866531621408,False,"47.62,-122.33","REI, 222, Yale Avenue North, South Lake Union, First Hill, Seattle, King County, Washington, 98109, United States"
9617 Martin Luther King Junior Way South,47.5161521,-122.2796259,47.53,-122.28,1539.8816550588524,False,"47.53,-122.28","4215, South Elmgrove Street, Seattle, King County, Washington, 98118, United States"
400 10th Avenue,47.6053949,-122.3199317,47.6,-122.33,965.9114248220511,False,"47.6,-122.33","South Main Street Cycletrack, West Edge, First Hill, Seattle, King County, Washington, 98104, United States"
1635 Northeast 143rd Street,47.7316963,-122.3104643,47.73,-122.3,807.2954438397882,False,"47.73,-122.3","2623, Northeast 140th Street, Kenwood, Lake City, Seattle, King County, Washington, 98125, United States"
1045 South Cloverdale Street,47.5261278,-122.3183805,47.59,-122.31,7129.3750624727445,False,"47.59,-122.31","I 90 Trail, Yesler Terrace, Seattle, King County, Washington, 98144, United States"
5325 Ballard Avenue Northwest,47.6669516,-122.3841037,47.67,-122.38,458.10573456893906,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States"
411 South Brandon Street,47.5539206,-122.3288333,47.57,-122.31,2281.3887768228356,False,"47.57,-122.31","South Spokane Street, Beacon Hill, Seattle, King County, Washington, 98144, United States"
6027 Roosevelt Way Northeast,47.6728244,-122.3176075,47.68,-122.32,817.7896867388969,False,"47.68,-122.32","7018, 8th Avenue Northeast, Roosevelt, Green Lake, Seattle, King County, Washington, 98115, United States"
1605 Northeast 143rd Street,47.7310033,-122.3103649,47.73,-122.31,114.86117523985469,False,"47.73,-122.31","13750, 17th Avenue Northeast, Olympic Hills, Lake City, Seattle, King County, Washington, 98125, United States"
5016 35th Avenue South,47.556225,-122.2888517,47.56,-122.29,428.5160402326974,False,"47.56,-122.29","CityLine Building 1, 4760, 32nd Avenue South, Rainier Vista, Rainier Valley, Seattle, King County, Washington, 98118, United States"
1339 13th Avenue South,47.5903265,-122.3163014,47.6,-122.32,1110.9115479768332,False,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
907 North 71st Street,47.6800974,-122.3468261,47.67,-122.34,1234.153839988115,False,"47.67,-122.34","Green Lake Cycle Path, Meridian, Green Lake, Seattle, King County, Washington, 98103, United States"
13020 39th Avenue Northeast,47.7236244,-122.285632,47.7,-122.3,2839.34284924673,False,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States"
126 25th Avenue East,47.6196496,-122.2995989,47.63,-122.32,1917.229075078454,False,"47.63,-122.32","1140, 10th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States"
703 Bellevue Avenue East,47.6253464,-122.3273916,47.625,-122.325,183.84241139293744,False,"47.625,-122.325","Arcadian Court, 511, East Roy Street, Capitol Hill, Seattle, King County, Washington, 98102, United States"
138 27th Avenue East,47.6199384,-122.2969939,47.62,-122.31,977.7154869774897,False,"47.62,-122.31","216A, 17th Avenue East, Madison Valley, Capitol Hill, Seattle, King County, Washington, 98112, United States"
6558 32nd Avenue Southwest,47.543566,-122.3734321,47.55,-122.39,1437.7622327262727,False,"47.55,-122.39","5907, 45th Avenue Southwest, Morgan Junction, Seattle, King County, Washington, 98136, United States"
1516 11th Avenue,47.6146027,-122.317992,47.61,-122.32,533.5446017252585,False,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
2255 Northwest 57th Street,47.6700535,-122.3871398,47.67,-122.38,536.231847244193,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States"
13550 Erickson Place Northeast,47.7279706,-122.291564,47.75,-122.32,3247.7403381755294,False,"47.75,-122.32","16552, 8th Avenue Northeast, Paramount Park, Ridgecrest, Shoreline, King County, Washington, 98155, United States"
4204 Latona Avenue Northeast,47.6579091,-122.324955,47.66,-122.32,438.8351894986443,False,"47.66,-122.32","4317, 8th Avenue Northeast, West Campus, University District, Seattle, King County, Washington, 98105, United States"
2417 Northwest 60th Street,47.6720699,-122.3884549,47.67,-122.38,675.3713891826785,False,"47.67,-122.38","1719, Northwest 57th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States"
2202 South Jackson Street,47.5994446,-122.303082,47.6,-122.32,1273.744561933533,False,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
10510 Meridian Avenue North,47.7055529,-122.3336692,47.7,-122.3,2601.3028135767777,False,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States"
2026 Yale Avenue East,47.6375945,-122.3267259,47.626,-122.323,1319.1752722885449,False,"47.626,-122.323","730, Boylston Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States"
814 Northwest 60th Street,47.6725364,-122.366885,47.68,-122.36,977.7083937483891,False,"47.68,-122.36","7014, 3rd Avenue Northwest, Greenwood, Seattle, King County, Washington, 98117, United States"
925 East Pike Street,47.6138274,-122.3196284,47.61,-122.32,426.4570562326388,False,"47.61,-122.32","Seattle University, East Jefferson Street, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
346 Northwest 103rd Street,47.7036987,-122.3622672,47.7,-122.3,4691.48070322922,False,"47.7,-122.3","2535, Northeast 98th Street, Alicia Park, Maple Leaf, Seattle, King County, Washington, 98115, United States"
1309 24th Avenue South,47.5915621,-122.301597,47.6062,-122.3233,2304.87859082518,False,"47.6062,-122.3233","1028, James Street, First Hill, Seattle, King County, Washington, 98104, United States"
338 North 133rd Street,47.7257323,-122.3537436,47.71,-122.36,1811.0873430320344,False,"47.71,-122.36","11041, 2nd Avenue Northwest, Broadview, Seattle, King County, Washington, 98177, United States"
629 Northwest 51st Street,47.6654612,-122.3645226,47.67,-122.36,608.3035037889332,False,"47.67,-122.36","218, Northwest 56th Street, Phinney Ridge, Seattle, King County, Washington, 98107, United States"
6925 Rainier Avenue South,47.5399439,-122.271369,47.53,-122.28,1282.4246305905153,False,"47.53,-122.28","4215, South Elmgrove Street, Seattle, King County, Washington, 98118, United States"
1515 3rd Avenue,47.6101299,-122.3384271,47.607,-122.339,350.64659778479705,False,"47.607,-122.339","1311, Post Alley, West Edge, Belltown, Seattle, King County, Washington, 98101, United States"
1537 Northwest 63rd Street,47.6743542,-122.3778872,,,,False,,
7903 Renton Avenue South,47.5312235,-122.2784917,47.52,-122.28,1252.9998624419497,False,"47.52,-122.28","9215, Martin Luther King Junior Way South, Rainier Beach, Seattle, King County, Washington, 98118, United States"
1020 Summit Avenue East,47.6280502,-122.3251772,47.629,-122.323,194.75336580709237,False,"47.629,-122.323","Bullitt Life Estate, East Prospect Street, Madison Valley, Capitol Hill, Seattle, King County, Washington, 98102, United States"
628 South Weller Street,47.5976314,-122.325256,47.6,-122.32,474.9565816243707,False,"47.6,-122.32","Yesler Hillclimb, Yesler Terrace, Seattle, King County, Washington, 98104, United States"
